"topic_id","description","link","members","topic_name","urlkey","main_topic_id"
"47905","not_found","http://outdoor-industry-initiative-boulder-co.meetup.com/","0","Outdoor Industry Initiative Boulder CO","outdoor-industry-initiative-boulder-co","15046"
"47911","not_found","http://wine-and-food-lovers.meetup.com/","55715","Wine and Food Lovers","wine-and-food-lovers","19227"
"47912","not_found","http://beginners-outdoor-boot-camp.meetup.com/","14","Beginners Outdoor Boot Camp","beginners-outdoor-boot-camp","15046"
"47913","not_found","http://intermediate-outdoor-boot-camp.meetup.com/","14","Intermediate Outdoor Boot Camp","intermediate-outdoor-boot-camp","15046"
"48068","not_found","http://live-music-and-music-education.meetup.com/","34674","Live Music and Music Education","live-music-and-music-education","15018"
"48146","not_found","http://freelance-photography.meetup.com/","0","Freelance Photography","freelance-photography","223"
"48158","not_found","http://outdoor-survival-skills.meetup.com/","37327","Outdoor Survival Skills","outdoor-survival-skills","15046"
"48207","not_found","http://parent-support-for-parents-with-blind-or-vi-kids.meetup.com/","16","Parent Support for Parents with Blind or VI Kids","parent-support-for-parents-with-blind-or-vi-kids","10333"
"48209","not_found","http://movie-buddie.meetup.com/","784","Movie Buddie","movie-buddie","1201"
"48230","not_found","http://young-adult-literature.meetup.com/","5548","Young Adult Literature","young-adult-literature","15321"
"48264","not_found","http://paris-run-way-fashion-shows.meetup.com/","0","Paris Run Way Fashion Shows","paris-run-way-fashion-shows","1924"
"48333","not_found","http://write-your-memoir-in-one-year.meetup.com/","0","Write your memoir in one year!","write-your-memoir-in-one-year","16728"
"48334","not_found","http://weekly-writing-group-with-pressure-provided.meetup.com/","0","Weekly Writing Group with Pressure Provided!","weekly-writing-group-with-pressure-provided","16728"
"48335","not_found","http://write-read-edit-memoir-workshop.meetup.com/","0","Write, Read, Edit - Memoir Workshop","write-read-edit-memoir-workshop","16728"
"48336","not_found","http://memoir-writing-workshop.meetup.com/","1844","Memoir Writing Workshop","memoir-writing-workshop","16728"
"48351","not_found","http://learn-how-to-read-peoples-body-language.meetup.com/","1367","Learn how to read peoples body language","learn-how-to-read-peoples-body-language","10454"
"48375","not_found","http://glamour-photography.meetup.com/","375899","Glamour Photography","glamour-photography","223"
"48399","not_found","http://mosaic-outdoor-club.meetup.com/","2138","Mosaic Outdoor Club","mosaic-outdoor-club","15046"
"48422","not_found","http://virtual-technology.meetup.com/","170","Virtual Technology","virtual-technology","9696"
"48535","not_found","http://pali-language.meetup.com/","650","Pali Language","pali-language","10454"
"48587","not_found","http://community-activities-drum-circle-hafla-movies.meetup.com/","1416","Community Activities: Drum Circle, Hafla, Movies","community-activities-drum-circle-hafla-movies","1201"
"48591","not_found","http://focus-on-holistic-health-and-wellness.meetup.com/","39638","Focus on Holistic Health and Wellness","focus-on-holistic-health-and-wellness","10306"
"48699","not_found","http://outdoor-volunteer-opportunities.meetup.com/","15896","Outdoor Volunteer Opportunities","outdoor-volunteer-opportunities","15046"
"48980","not_found","http://sports-conditioning.meetup.com/","738","Sports Conditioning","sports-conditioning","10451"
"48997","not_found","http://san-diego-business-network.meetup.com/","1649","San Diego Business Network","san-diego-business-network","15236"
"49038","not_found","http://sports-club-for-gay-lesbian-women-over-30.meetup.com/","21","Sports Club for Gay/Lesbian Women over 30","sports-club-for-gay-lesbian-women-over-30","10451"
"49108","not_found","http://indoor-winter-sport.meetup.com/","204","Indoor Winter Sport","indoor-winter-sport","10451"
"49140","not_found","http://eft-for-sports-performance.meetup.com/","0","EFT for Sports Performance","eft-for-sports-performance","10451"
"49467","not_found","http://writing-with-me-group.meetup.com/","0","Writing With Me Group","writing-with-me-group","16728"
"49633","not_found","http://movie-makers.meetup.com/","1390","Movie Makers","movie-makers","1201"
"49644","not_found","http://literary-writing.meetup.com/","900","Literary Writing","literary-writing","16728"
"49680","not_found","http://pet-friendly-hotels-and-resturants.meetup.com/","1407","Pet Friendly Hotels and Resturants","pet-friendly-hotels-and-resturants","53052"
"49751","not_found","http://dance-african-dance-and-drumming.meetup.com/","13923","Dance: African Dance and Drumming","dance-african-dance-and-drumming","491"
"49841","not_found","http://friday-night-at-the-movies.meetup.com/","1813","Friday Night at the Movies","friday-night-at-the-movies","1201"
"49844","not_found","http://english-literature.meetup.com/","1863","English Literature","english-literature","15321"
"49852","not_found","http://pet-talk.meetup.com/","0","Pet Talk","pet-talk","53052"
"49861","Single lens reflex photography.","http://slr-photography.meetup.com/","1677","SLR Photography","slr-photography","223"
"49880","not_found","http://fashion-and-photography.meetup.com/","4654","Fashion and Photography","fashion-and-photography","223"
"49901","not_found","http://dual-sport-motorcycling.meetup.com/","10838","Dual-Sport Motorcycling","dual-sport-motorcycling","10451"
"49953","not_found","http://film-photography.meetup.com/","58928","Film Photography","film-photography","223"
"49954","not_found","http://street-photography.meetup.com/","464705","Street Photography","street-photography","223"
"49957","not_found","http://film-and-literature.meetup.com/","0","Film and Literature","film-and-literature","15321"
"50002","not_found","http://interdimensional-photography.meetup.com/","0","Interdimensional Photography","interdimensional-photography","223"
"50009","not_found","http://fairy-photos.meetup.com/","0","Fairy Photos","fairy-photos","223"
"50098","not_found","http://lgbt-cooking.meetup.com/","0","LGBT Cooking","lgbt-cooking","10050"
"50139","not_found","http://brisbane-movies.meetup.com/","6755","Brisbane Movies","brisbane-movies","1201"
"50147","not_found","http://creativity-acting-writing-directing.meetup.com/","15492","Creativity Acting Writing Directing","creativity-acting-writing-directing","16728"
"50258","not_found","http://french-reading-and-writing.meetup.com/","0","French Reading and Writing","french-reading-and-writing","16728"
"50304","not_found","http://medieval-literature.meetup.com/","274","Medieval Literature","medieval-literature","15321"
"50420","not_found","http://photo-radar.meetup.com/","1094","Photo Radar","photo-radar","223"
"50421","not_found","http://photo-enforcement.meetup.com/","1094","Photo Enforcement","photo-enforcement","223"
"50537","not_found","http://beginners-photography.meetup.com/","1646","Beginners Photography","beginners-photography","223"
"50591","not_found","http://photo-scanning.meetup.com/","0","Photo Scanning","photo-scanning","223"
"50787","not_found","http://ken-caryl-business-networking.meetup.com/","0","Ken Caryl Business Networking","ken-caryl-business-networking","15236"
"50820","not_found","http://crafting-that-career-defining-resume.meetup.com/","1125","Crafting that Career-Defining Resume","crafting-that-career-defining-resume","10099"
"50846","not_found","http://horses-and-other-pets.meetup.com/","0","Horses and Other Pets","horses-and-other-pets","53052"
"50913","not_found","http://music-industry.meetup.com/","216580","Music Industry","music-industry","1924"
"50918","not_found","http://photography-contests.meetup.com/","0","Photography Contests","photography-contests","223"
"51015","not_found","http://runway-fashion-models.meetup.com/","0","Runway Fashion Models","runway-fashion-models","1924"
"51016","not_found","http://fashion-designers.meetup.com/","19707","Fashion Designers","fashion-designers","1924"
"51040","not_found","http://learn-photo-lighting-patterns.meetup.com/","320","Learn Photo Lighting Patterns","learn-photo-lighting-patterns","223"
"51043","not_found","http://small-product-photography-in-a-studio.meetup.com/","3031","Small Product Photography in a Studio","small-product-photography-in-a-studio","223"
"51169","not_found","http://are-you-well-read-in-self-help-books.meetup.com/","0","Are You Well-Read in Self-Help Books","are-you-well-read-in-self-help-books","10306"
"51180","not_found","http://authentic-writing.meetup.com/","0","authentic writing","authentic-writing","16728"
"51192","not_found","http://mandarin-language.meetup.com/","323537","Mandarin Language","mandarin-language","10454"
"51401","not_found","http://plasma-technology.meetup.com/","0","plasma technology","plasma-technology","9696"
"51450","not_found","http://pet-rats.meetup.com/","389","Pet Rats","pet-rats","53052"
"51459","not_found","http://what-is-your-favorite-horror-thriller-book-movie.meetup.com/","0","What is your favorite horror/thriller book/movie?","what-is-your-favorite-horror-thriller-book-movie","1201"
"51484","not_found","http://outdoor-mountain-training.meetup.com/","0","Outdoor Mountain Training","outdoor-mountain-training","15046"
"51659","not_found","http://french-language-teachers.meetup.com/","2045","French Language Teachers","french-language-teachers","10454"
"51663","not_found","http://language-teachers.meetup.com/","6268","Language Teachers","language-teachers","10454"
"51816","not_found","http://alter-craft-items.meetup.com/","0","Alter Craft Items","alter-craft-items","10099"
"51858","not_found","http://palm-springs-fashion.meetup.com/","0","Palm Springs Fashion","palm-springs-fashion","1924"
"51977","not_found","http://national-novel-writing-month.meetup.com/","4562","National Novel Writing Month","national-novel-writing-month","16728"
"52011","not_found","http://making-keyboard-music-for-health-and-wellness.meetup.com/","0","Making Keyboard Music for Health and Wellness","making-keyboard-music-for-health-and-wellness","10306"
"52048","not_found","http://history-of-photography.meetup.com/","0","History of Photography","history-of-photography","223"
"52140","not_found","http://role-playing-games-rpgs.meetup.com/","187026","Role-Playing Games","role-playing-games-rpgs","15992"
"52222","not_found","http://maryland-lgbt.meetup.com/","0","Maryland LGBT","maryland-lgbt","10050"
"52248","not_found","http://industrial-hemp.meetup.com/","5467","Industrial Hemp","industrial-hemp","1924"
"52264","not_found","http://american-literature.meetup.com/","11","American Literature","american-literature","15321"
"52323","not_found","http://acting-and-writing.meetup.com/","30507","Acting and Writing","acting-and-writing","16728"
